epoch_count,duration_days,temporal_spacing_mean_days,temporal_spacing_std_days,incidence_angle_mean_deg,incidence_angle_std_deg,coherence_mean,coherence_std,minimum_coherence,phase_quality_mean,phase_quality_std,noise_estimate_mean_mm,mean_displacement_mm,displacement_std_mm,displacement_range_mm,displacement_to_noise_ratio,mean_absolute_step_mm,max_absolute_step_mm,max_step_to_range_ratio,sign_change_count,zero_crossing_count,directional_consistency,slope_mm_per_year,linear_fit_residual_std_mm,acceleration_mm_per_year2,quadratic_fit_residual_std_mm,temporal_autocorrelation_lag1,approximate_periodicity_indicator,sample_id,target_label,is_edge_case,edge_case_type
14.0,219.99,16.92,0.24,39.29,0.0,0.7748,0.0769,0.6948,0.8121,0.068,1.918,-2.4859,2.2207,7.5928,3.959,1.8323,3.6329,0.4785,5.0,3.0,0.6154,-8.5709,1.5362,-18.6145,1.5089,0.5192,0.2303,STRATA_SYN_STRUCTURAL_ACCELERATING_00046,STRUCTURAL_ACCELERATING,False,none
11.0,118.71,11.87,0.2,43.71,0.0,0.1662,0.0448,0.1002,0.2141,0.0301,4.316,-1.9211,4.2489,13.5418,3.138,4.232,8.5761,0.6333,4.0,4.0,0.5,-14.4215,3.9814,-371.8791,3.5843,0.3536,0.7168,STRATA_SYN_LOW_QUALITY_00392,LOW_QUALITY,False,none
20.0,445.9,23.47,0.34,39.51,0.0,0.169,0.0366,0.1019,0.1827,0.041,4.644,-1.3377,4.8426,20.2172,4.353,6.1964,16.2075,0.8017,11.0,8.0,0.5263,0.6223,4.8371,2.0377,4.8355,-0.1629,0.8606,STRATA_SYN_LOW_QUALITY_00352,LOW_QUALITY,False,none
18.0,357.05,21.0,0.28,43.94,0.0,0.8223,0.0919,0.664,0.8169,0.0734,0.908,-0.0155,0.7246,3.1186,3.435,0.7923,2.6917,0.8631,10.0,9.0,0.5294,0.4886,0.7097,1.176,0.7082,-0.025,0.9158,STRATA_SYN_STABLE_00334,STABLE,False,none
6.0,118.73,23.75,0.29,38.64,0.0,0.8757,0.0417,0.8249,0.8398,0.0638,0.732,-0.9951,0.7731,2.0968,2.864,0.8368,1.4607,0.6966,3.0,1.0,0.6,-5.3415,0.4948,-18.7404,0.4849,0.1154,0.0,STRATA_SYN_STRUCTURAL_MONOTONIC_00321,STRUCTURAL_MONOTONIC,False,none
20.0,239.22,12.59,0.29,41.92,0.0,0.7916,0.0862,0.6663,0.8403,0.0711,2.624,-1.0405,2.9594,11.8477,4.515,4.6434,9.5627,0.8071,16.0,15.0,0.5789,-2.7518,2.9086,-41.5828,2.8148,-0.5158,0.682,STRATA_SYN_ATMOSPHERIC_TRANSIENT_00260,ATMOSPHERIC_TRANSIENT,False,none
20.0,430.07,22.64,0.3,33.53,0.0,0.8046,0.0806,0.658,0.8271,0.0552,1.934,-6.6869,4.1181,15.8205,8.18,2.5513,7.7094,0.4873,13.0,2.0,0.5789,-9.6512,2.2474,-2.2467,2.2438,0.6517,0.1462,STRATA_SYN_STRUCTURAL_MONOTONIC_00403,STRUCTURAL_MONOTONIC,False,none
20.0,340.59,17.93,0.3,35.14,0.0,0.8433,0.0887,0.6931,0.8275,0.0602,1.608,2.5308,3.6373,13.387,8.325,5.5994,12.7846,0.955,18.0,11.0,0.5263,-0.2241,3.6368,-14.0173,3.602,-0.5606,0.4174,STRATA_SYN_TEMPORALLY_INCONSISTENT_00002,TEMPORALLY_INCONSISTENT,False,none
16.0,334.63,22.31,0.28,26.73,0.0,0.822,0.0814,0.6596,0.7976,0.0727,2.684,1.2413,2.8757,11.1607,4.158,3.2539,6.8093,0.6101,8.0,9.0,0.4667,-1.8021,2.8304,32.2833,2.5915,0.0915,0.4811,STRATA_SYN_SEASONAL_ENVIRONMENTAL_00107,SEASONAL_ENVIRONMENTAL,True,seasonal_with_high_noise
24.0,189.78,8.25,0.31,39.32,0.0,0.8201,0.1003,0.6515,0.8223,0.0677,2.359,0.4806,3.6964,12.4892,5.294,2.2873,9.6773,0.7749,15.0,8.0,0.5652,14.1344,2.9635,34.203,2.9396,0.5949,0.8176,STRATA_SYN_SEASONAL_ENVIRONMENTAL_00474,SEASONAL_ENVIRONMENTAL,False,none
9.0,148.92,18.61,0.22,34.64,0.0,0.7831,0.0831,0.6826,0.781,0.0582,1.832,-1.9594,1.6708,5.9267,3.235,1.8191,3.5772,0.6036,6.0,2.0,0.625,-8.6193,1.2248,10.6668,1.2222,0.2415,0.5358,STRATA_SYN_STRUCTURAL_MONOTONIC_00354,STRUCTURAL_MONOTONIC,False,none
17.0,347.84,21.74,0.29,26.92,0.0,0.7915,0.0846,0.6617,0.8197,0.088,0.931,0.6515,3.1543,14.3587,15.423,2.4234,13.5622,0.9445,11.0,10.0,0.5625,3.3321,3.0004,12.1539,2.9648,-0.0061,0.9571,STRATA_SYN_ATMOSPHERIC_TRANSIENT_00092,ATMOSPHERIC_TRANSIENT,False,none
6.0,102.69,20.54,0.33,26.02,0.0,0.8563,0.096,0.7036,0.7685,0.0535,1.194,0.6771,3.1019,8.5735,7.18,5.9655,8.5566,0.998,4.0,4.0,0.6,-8.486,2.9924,142.8661,2.9392,-0.6405,0.9294,STRATA_SYN_TEMPORALLY_INCONSISTENT_00467,TEMPORALLY_INCONSISTENT,False,none
14.0,189.32,14.56,0.32,41.78,0.0,0.1593,0.0306,0.1181,0.1729,0.0426,4.918,1.0171,4.8846,17.7964,3.619,6.7945,17.7964,1.0,9.0,10.0,0.5385,5.3728,4.8081,81.4574,4.7164,-0.4308,0.6079,STRATA_SYN_LOW_QUALITY_00319,LOW_QUALITY,False,none
19.0,145.52,8.08,0.31,40.3,0.0,0.8052,0.0921,0.6908,0.8169,0.0819,2.63,6.3533,3.5654,11.8199,4.494,4.8385,9.4234,0.7972,13.0,0.0,0.6111,10.1335,3.3467,70.8734,3.314,-0.1963,0.0,STRATA_SYN_TEMPORALLY_INCONSISTENT_00141,TEMPORALLY_INCONSISTENT,False,none
8.0,57.22,8.17,0.18,27.94,0.0,0.8428,0.0669,0.723,0.8182,0.0744,0.882,3.7626,2.7792,7.876,8.93,1.2898,1.9467,0.2472,3.0,1.0,0.7143,-51.9776,0.753,-556.7909,0.3995,0.6234,0.0,STRATA_SYN_SEASONAL_ENVIRONMENTAL_00089,SEASONAL_ENVIRONMENTAL,True,short_seasonal_sequence
18.0,103.93,6.11,0.31,26.55,0.0,0.8143,0.0863,0.6711,0.8234,0.0596,1.603,-0.0085,6.5645,20.9779,13.087,1.6776,4.7252,0.2252,11.0,1.0,0.6471,73.7756,1.5136,-166.5773,1.4069,0.8282,0.0,STRATA_SYN_SEASONAL_ENVIRONMENTAL_00429,SEASONAL_ENVIRONMENTAL,False,none
11.0,105.78,10.58,0.26,25.32,0.0,0.8007,0.078,0.7073,0.8168,0.0751,3.0,-1.1898,2.9254,10.1046,3.368,3.5519,7.058,0.6985,6.0,4.0,0.5,-8.9801,2.8071,-415.1818,2.3453,-0.0368,0.4115,STRATA_SYN_STABLE_00027,STABLE,True,elevated_noise_stable
11.0,209.02,20.9,0.28,39.67,0.0,0.8294,0.0717,0.7026,0.8724,0.0595,1.461,1.7568,2.1729,8.3252,5.698,2.3438,4.82,0.579,6.0,2.0,0.6,6.9266,1.777,51.5008,1.6132,0.25,0.3483,STRATA_SYN_STRUCTURAL_ACCELERATING_00122,STRUCTURAL_ACCELERATING,False,none
14.0,246.88,18.99,0.27,44.76,0.0,0.8319,0.0798,0.6763,0.8239,0.0668,2.858,-1.096,3.5985,13.2713,4.644,4.479,12.6405,0.9525,8.0,9.0,0.5385,-1.0658,3.5915,-26.8025,3.5533,-0.1873,0.6756,STRATA_SYN_STABLE_00167,STABLE,False,none
24.0,357.19,15.53,0.24,36.94,0.0,0.8037,0.0889,0.681,0.8259,0.0671,0.9,-0.0026,3.2734,10.7579,11.953,1.5123,4.1924,0.3897,10.0,3.0,0.4783,-0.3308,3.2719,-6.0534,3.2635,0.7846,0.1171,STRATA_SYN_SEASONAL_ENVIRONMENTAL_00006,SEASONAL_ENVIRONMENTAL,False,none
17.0,181.68,11.35,0.31,25.51,0.0,0.1558,0.0342,0.1026,0.1561,0.0422,4.391,-0.3398,3.5439,14.2154,3.237,4.285,11.045,0.777,9.0,7.0,0.5,-0.6181,3.5427,-111.805,3.3479,-0.2477,0.8268,STRATA_SYN_LOW_QUALITY_00336,LOW_QUALITY,False,none
9.0,136.78,17.1,0.26,27.1,0.0,0.8405,0.0656,0.7387,0.8195,0.058,2.368,-0.6953,1.5564,6.083,2.569,1.6142,4.282,0.7039,3.0,4.0,0.625,-7.3642,1.2768,-113.7673,1.0475,0.0071,0.5114,STRATA_SYN_STRUCTURAL_ACCELERATING_00111,STRUCTURAL_ACCELERATING,False,none
16.0,349.22,23.28,0.3,27.74,0.0,0.791,0.0778,0.682,0.8321,0.0591,3.0,-1.1139,2.0193,6.7384,2.246,2.2702,5.2445,0.7783,9.0,10.0,0.5333,2.2997,1.9034,-8.8698,1.8727,0.0652,0.4831,STRATA_SYN_STABLE_00262,STABLE,True,elevated_noise_stable
20.0,118.29,6.23,0.23,33.04,0.0,0.8192,0.0808,0.6599,0.8397,0.0572,1.59,5.7752,3.348,11.781,7.409,4.8834,10.6163,0.9011,18.0,0.0,0.5263,14.6674,3.0207,-199.9331,2.8955,-0.3717,0.0,STRATA_SYN_TEMPORALLY_INCONSISTENT_00033,TEMPORALLY_INCONSISTENT,False,none
12.0,171.2,15.56,0.34,32.58,0.0,0.7834,0.0789,0.6793,0.8267,0.0742,1.491,-2.0634,1.5555,5.0086,3.359,1.0878,4.0331,0.8052,8.0,2.0,0.6364,-7.7867,1.0564,-0.3463,1.0564,0.4925,0.2127,STRATA_SYN_STRUCTURAL_MONOTONIC_00398,STRUCTURAL_MONOTONIC,False,none
22.0,187.33,8.92,0.32,41.56,0.0,0.8037,0.0857,0.673,0.819,0.0795,0.75,3.3773,3.6081,12.9973,17.33,1.1426,2.7955,0.2151,5.0,2.0,0.4762,7.7635,3.4021,-307.1651,0.8895,0.7943,0.2096,STRATA_SYN_SEASONAL_ENVIRONMENTAL_00053,SEASONAL_ENVIRONMENTAL,False,none
17.0,178.03,11.13,0.28,27.99,0.0,0.3512,0.0453,0.2834,0.4178,0.0509,0.811,-1.6218,1.2408,4.6107,5.685,0.9457,1.9687,0.427,9.0,3.0,0.625,-7.0023,0.6674,3.294,0.6666,0.5241,0.2261,STRATA_SYN_STRUCTURAL_MONOTONIC_00363,STRUCTURAL_MONOTONIC,True,low_coherence_structural
6.0,42.54,8.51,0.26,37.34,0.0,0.7942,0.0553,0.6953,0.7702,0.0505,0.546,-0.3146,0.3993,1.2549,2.298,0.6022,1.2549,1.0,4.0,1.0,0.6,-0.669,0.3984,323.8094,0.3328,-0.493,0.0,STRATA_SYN_STRUCTURAL_MONOTONIC_00229,STRUCTURAL_MONOTONIC,False,none
19.0,348.14,19.34,0.27,38.36,0.0,0.8135,0.0967,0.6557,0.8077,0.0592,1.458,-0.1154,2.8195,10.6159,7.281,2.0761,4.9869,0.4698,8.0,7.0,0.5556,-1.0405,2.8033,-7.0693,2.7908,0.4977,0.2147,STRATA_SYN_SEASONAL_ENVIRONMENTAL_00446,SEASONAL_ENVIRONMENTAL,False,none
17.0,200.42,12.53,0.32,43.94,0.0,0.8391,0.0767,0.6805,0.8224,0.0645,1.916,4.3447,4.9826,17.4251,9.095,5.3966,9.7171,0.5576,13.0,6.0,0.5,14.8239,4.3219,173.4645,3.7325,0.3112,0.717,STRATA_SYN_TEMPORALLY_INCONSISTENT_00144,TEMPORALLY_INCONSISTENT,False,none
14.0,251.25,19.33,0.24,31.69,0.0,0.9317,0.0324,0.8841,0.843,0.073,2.315,1.2727,4.2036,17.9554,7.756,4.3672,13.97,0.778,7.0,5.0,0.5385,-2.4999,4.1697,-81.6094,3.8302,0.0522,0.8389,STRATA_SYN_ATMOSPHERIC_TRANSIENT_00460,ATMOSPHERIC_TRANSIENT,True,high_coherence_atmospheric
11.0,219.55,21.96,0.27,34.38,0.0,0.8462,0.0473,0.7643,0.825,0.0693,1.695,3.2802,3.5976,12.6451,7.46,5.4117,9.9187,0.7844,7.0,3.0,0.6,1.0006,3.5926,-104.3788,3.1813,-0.4795,0.7379,STRATA_SYN_TEMPORALLY_INCONSISTENT_00370,TEMPORALLY_INCONSISTENT,False,none
11.0,222.42,22.24,0.24,34.96,0.0,0.7965,0.0949,0.6614,0.8448,0.0669,1.189,-0.8191,2.8274,10.5127,8.842,3.1545,8.4174,0.8007,4.0,5.0,0.5,2.9746,2.7689,30.1408,2.7245,0.0093,0.8337,STRATA_SYN_ATMOSPHERIC_TRANSIENT_00151,ATMOSPHERIC_TRANSIENT,False,none
18.0,324.81,19.11,0.28,44.16,0.0,0.1725,0.0345,0.1067,0.176,0.0412,4.239,0.0055,4.1441,14.2767,3.368,4.9706,11.1308,0.7796,11.0,8.0,0.4706,-3.5209,4.0327,-3.932,4.0307,-0.0094,0.9918,STRATA_SYN_LOW_QUALITY_00022,LOW_QUALITY,False,none
17.0,145.5,9.09,0.27,31.43,0.0,0.8044,0.077,0.6808,0.8306,0.0773,1.574,-0.3257,1.739,6.8325,4.341,1.4797,5.4604,0.7992,7.0,4.0,0.5625,-6.1124,1.5735,13.1401,1.5712,0.2236,0.5381,STRATA_SYN_STRUCTURAL_ACCELERATING_00067,STRUCTURAL_ACCELERATING,False,none
19.0,300.44,16.69,0.28,25.09,0.0,0.8047,0.0939,0.6614,0.8224,0.0665,0.939,-0.1115,1.5423,7.1116,7.574,1.5979,6.1734,0.8681,9.0,9.0,0.6111,1.4543,1.4986,-15.053,1.4384,-0.0197,0.8369,STRATA_SYN_ATMOSPHERIC_TRANSIENT_00109,ATMOSPHERIC_TRANSIENT,False,none
11.0,76.23,7.62,0.22,37.53,0.0,0.1565,0.0427,0.1047,0.1805,0.041,4.108,0.234,5.3571,19.083,4.645,6.9771,13.2063,0.692,5.0,5.0,0.5,-20.8406,5.1773,-649.3194,5.0239,-0.0364,0.7395,STRATA_SYN_LOW_QUALITY_00105,LOW_QUALITY,False,none
20.0,335.69,17.67,0.32,37.83,0.0,0.9322,0.032,0.8818,0.8375,0.0833,1.743,0.5026,2.2156,11.0483,6.339,2.4597,5.8147,0.5263,13.0,9.0,0.5263,-1.1737,2.1913,-15.451,2.1247,0.155,0.8397,STRATA_SYN_ATMOSPHERIC_TRANSIENT_00282,ATMOSPHERIC_TRANSIENT,True,high_coherence_atmospheric
8.0,161.33,23.05,0.29,32.23,0.0,0.9368,0.0203,0.8986,0.8309,0.0806,2.143,-0.4199,2.7612,9.1658,4.277,3.7048,8.9345,0.9748,4.0,5.0,0.5714,0.8738,2.7583,58.0319,2.707,-0.3521,0.8121,STRATA_SYN_ATMOSPHERIC_TRANSIENT_00081,ATMOSPHERIC_TRANSIENT,True,high_coherence_atmospheric
14.0,140.89,10.84,0.26,33.05,0.0,0.9193,0.024,0.8906,0.8037,0.0655,1.535,0.9044,3.1536,12.6634,8.25,3.2467,12.3669,0.9766,7.0,8.0,0.5385,-1.9892,3.1445,-96.6623,3.0837,-0.1309,0.9719,STRATA_SYN_ATMOSPHERIC_TRANSIENT_00193,ATMOSPHERIC_TRANSIENT,True,high_coherence_atmospheric
6.0,46.21,9.24,0.29,34.86,0.0,0.7718,0.081,0.6738,0.8401,0.0623,1.908,-1.1884,1.3737,3.9605,2.076,1.9367,3.9605,1.0,4.0,3.0,0.6,3.0227,1.3675,880.2455,1.1724,-0.3561,0.3965,STRATA_SYN_STRUCTURAL_ACCELERATING_00323,STRUCTURAL_ACCELERATING,False,none
23.0,248.69,11.3,0.3,43.28,0.0,0.7929,0.0792,0.6631,0.8344,0.0818,1.588,-0.2154,7.799,21.3428,13.44,1.8852,5.9266,0.2777,13.0,1.0,0.6818,34.0359,3.4456,-19.9344,3.4253,0.9242,0.0,STRATA_SYN_SEASONAL_ENVIRONMENTAL_00103,SEASONAL_ENVIRONMENTAL,False,none
18.0,112.65,6.63,0.33,43.86,0.0,0.7731,0.0806,0.6564,0.8218,0.0722,1.306,-0.0983,1.7713,6.11,4.678,1.8616,5.1544,0.8436,9.0,7.0,0.5294,-8.6211,1.5731,-33.9979,1.5674,0.1102,0.4949,STRATA_SYN_STRUCTURAL_ACCELERATING_00160,STRUCTURAL_ACCELERATING,False,none
6.0,83.8,16.76,0.26,36.37,0.0,0.84,0.1031,0.6504,0.815,0.0754,1.427,1.0293,0.7522,2.2855,1.602,1.0196,1.8718,0.819,3.0,2.0,0.6,-4.4113,0.6682,165.0393,0.5079,-0.074,0.6815,STRATA_SYN_STRUCTURAL_ACCELERATING_00138,STRUCTURAL_ACCELERATING,False,none
14.0,298.56,22.97,0.34,41.15,0.0,0.8067,0.1001,0.6667,0.8448,0.0607,2.738,-0.6782,1.7379,6.0784,2.22,2.6243,4.3929,0.7227,10.0,8.0,0.5385,0.0029,1.7379,4.4576,1.7333,-0.4216,0.9289,STRATA_SYN_STABLE_00388,STABLE,False,none
14.0,149.21,11.48,0.27,43.52,0.0,0.7769,0.0858,0.6857,0.8092,0.0756,2.266,0.0448,3.8308,16.3298,7.206,4.3206,15.0227,0.92,10.0,9.0,0.5385,3.9456,3.798,140.0119,3.6645,-0.144,0.8754,STRATA_SYN_ATMOSPHERIC_TRANSIENT_00173,ATMOSPHERIC_TRANSIENT,False,none
16.0,184.23,12.28,0.26,28.39,0.0,0.7991,0.0913,0.6669,0.8375,0.0772,2.611,4.3157,3.8298,13.9642,5.348,5.8116,10.4585,0.749,12.0,4.0,0.5333,-2.0246,3.8169,-10.0708,3.8154,-0.3689,0.6083,STRATA_SYN_TEMPORALLY_INCONSISTENT_00101,TEMPORALLY_INCONSISTENT,False,none
7.0,42.14,7.02,0.37,36.76,0.0,0.7951,0.0833,0.6715,0.8092,0.0693,2.6,-1.5134,2.4998,8.7435,3.363,3.3416,6.4191,0.7342,2.0,2.0,0.5,-11.3369,2.4618,-1008.9427,2.3747,-0.0399,0.6059,STRATA_SYN_ATMOSPHERIC_TRANSIENT_00194,ATMOSPHERIC_TRANSIENT,False,none
15.0,327.31,23.38,0.2,39.27,0.0,0.7921,0.0769,0.6571,0.8473,0.0721,1.17,-1.5607,3.5424,13.1484,11.238,3.5582,11.1816,0.8504,10.0,5.0,0.5714,0.9301,3.533,21.6851,3.4553,-0.16,0.8204,STRATA_SYN_ATMOSPHERIC_TRANSIENT_00450,ATMOSPHERIC_TRANSIENT,False,none
22.0,201.66,9.6,0.26,40.23,0.0,0.8212,0.0928,0.6648,0.8131,0.0891,3.169,2.0273,3.9449,14.0708,4.44,3.2098,9.8585,0.7006,10.0,7.0,0.5238,-6.6686,3.785,82.535,3.643,0.4341,0.4222,STRATA_SYN_SEASONAL_ENVIRONMENTAL_00407,SEASONAL_ENVIRONMENTAL,True,seasonal_with_high_noise
7.0,125.92,20.99,0.32,34.99,0.0,0.8277,0.0916,0.7009,0.8684,0.048,2.902,1.8562,5.1261,15.2887,5.268,4.7546,10.2724,0.6719,2.0,2.0,0.6667,27.0005,4.0791,21.8392,4.0772,0.4931,0.7422,STRATA_SYN_ATMOSPHERIC_TRANSIENT_00055,ATMOSPHERIC_TRANSIENT,False,none
14.0,209.13,16.09,0.31,29.92,0.0,0.8417,0.0709,0.691,0.8268,0.0592,1.374,0.8945,6.2775,16.7344,12.179,1.3665,3.2863,0.1964,3.0,1.0,0.7692,-34.3407,1.5168,-59.1711,1.2717,0.8453,0.0,STRATA_SYN_SEASONAL_ENVIRONMENTAL_00376,SEASONAL_ENVIRONMENTAL,False,none
16.0,328.64,21.91,0.29,34.25,0.0,0.8014,0.0896,0.6626,0.8452,0.0747,2.44,-0.4601,1.8138,6.6539,2.727,1.6863,3.6989,0.5559,9.0,7.0,0.4667,4.0401,1.4286,1.6175,1.4275,0.3893,0.6608,STRATA_SYN_STABLE_00335,STABLE,False,none
24.0,305.37,13.28,0.27,36.88,0.0,0.8203,0.0851,0.6822,0.8137,0.0729,3.499,-0.4564,4.2067,19.7727,5.651,3.3471,10.0299,0.5073,10.0,7.0,0.6087,0.3846,4.2056,-59.9617,3.8508,0.3898,0.3915,STRATA_SYN_SEASONAL_ENVIRONMENTAL_00233,SEASONAL_ENVIRONMENTAL,True,seasonal_with_high_noise
19.0,392.02,21.78,0.27,44.32,0.0,0.7737,0.0775,0.6709,0.8303,0.0656,1.801,0.2122,1.6936,6.6894,3.714,1.9363,5.0358,0.7528,13.0,8.0,0.5556,-0.6963,1.6783,8.0886,1.6338,-0.0896,0.5468,STRATA_SYN_ATMOSPHERIC_TRANSIENT_00490,ATMOSPHERIC_TRANSIENT,False,none
6.0,87.19,17.44,0.24,31.44,0.0,0.823,0.1155,0.6526,0.7738,0.0547,1.193,-1.9004,4.5711,13.9425,11.687,6.2968,13.9425,1.0,4.0,4.0,0.6,-2.8059,4.5653,670.9038,4.1502,-0.4272,0.9632,STRATA_SYN_ATMOSPHERIC_TRANSIENT_00043,ATMOSPHERIC_TRANSIENT,False,none
19.0,264.84,14.71,0.19,42.46,0.0,0.7646,0.0826,0.6536,0.8005,0.0694,1.359,7.4363,3.644,12.8749,9.474,5.3858,8.4617,0.6572,17.0,0.0,0.5,3.7668,3.5478,-84.8203,3.0325,-0.2526,0.0,STRATA_SYN_TEMPORALLY_INCONSISTENT_00129,TEMPORALLY_INCONSISTENT,False,none
8.0,151.22,21.6,0.26,34.5,0.0,0.8034,0.08,0.685,0.8429,0.0734,2.928,-1.0802,2.0623,7.6208,2.603,2.4486,7.6208,1.0,4.0,1.0,0.5714,0.1455,2.0622,132.9939,1.7654,-0.4605,0.0,STRATA_SYN_STRUCTURAL_ACCELERATING_00261,STRUCTURAL_ACCELERATING,False,none
11.0,161.13,16.11,0.14,34.8,0.0,0.1684,0.043,0.101,0.1612,0.0463,2.79,0.3571,2.3276,7.4232,2.661,2.4371,4.9212,0.6629,6.0,4.0,0.6,1.1432,2.3221,-205.1997,1.5095,0.1376,0.752,STRATA_SYN_LOW_QUALITY_00060,LOW_QUALITY,False,none
20.0,382.85,20.15,0.3,42.1,0.0,0.7997,0.0817,0.6663,0.816,0.0661,1.285,1.2653,2.9624,9.5813,7.456,5.0476,8.6389,0.9016,18.0,12.0,0.5263,-1.6547,2.9151,-0.2747,2.9151,-0.6531,0.6324,STRATA_SYN_TEMPORALLY_INCONSISTENT_00196,TEMPORALLY_INCONSISTENT,False,none
15.0,299.44,21.39,0.23,25.38,0.0,0.784,0.0751,0.6869,0.8395,0.0745,2.421,1.2228,3.1571,11.1786,4.617,4.0437,9.0943,0.8135,9.0,10.0,0.5714,-1.9436,3.1186,-33.4628,2.9704,-0.1302,0.8579,STRATA_SYN_ATMOSPHERIC_TRANSIENT_00184,ATMOSPHERIC_TRANSIENT,False,none
15.0,190.78,13.63,0.26,35.45,0.0,0.804,0.0851,0.6542,0.8402,0.0707,1.073,0.536,2.3907,7.4321,6.926,1.3287,2.8231,0.3799,8.0,1.0,0.5714,13.3464,1.0514,-14.1236,1.0387,0.7595,0.0,STRATA_SYN_SEASONAL_ENVIRONMENTAL_00247,SEASONAL_ENVIRONMENTAL,False,none
10.0,70.79,7.87,0.26,31.7,0.0,0.8117,0.082,0.6705,0.8081,0.0622,1.364,1.7869,1.4433,4.4067,3.231,1.2897,2.2375,0.5077,5.0,3.0,0.5556,-17.5248,0.9574,59.3034,0.9522,0.46,0.3838,STRATA_SYN_SEASONAL_ENVIRONMENTAL_00201,SEASONAL_ENVIRONMENTAL,False,none
14.0,157.04,12.08,0.3,27.18,0.0,0.7945,0.0869,0.6535,0.8286,0.0723,2.558,-0.2827,3.4667,13.7258,5.366,3.7263,7.3794,0.5376,7.0,6.0,0.5385,-0.5458,3.466,83.8562,3.4026,0.3461,0.8771,STRATA_SYN_ATMOSPHERIC_TRANSIENT_00301,ATMOSPHERIC_TRANSIENT,False,none
18.0,259.16,15.24,0.27,40.56,0.0,0.8232,0.0864,0.6556,0.832,0.0589,1.173,-0.5095,1.3626,5.1964,4.43,1.8105,4.4585,0.858,11.0,11.0,0.5294,-1.6471,1.3149,10.6389,1.296,-0.3339,0.6071,STRATA_SYN_STRUCTURAL_ACCELERATING_00374,STRUCTURAL_ACCELERATING,False,none
12.0,164.93,14.99,0.25,39.84,0.0,0.8344,0.1034,0.6662,0.8443,0.0814,3.0,0.0222,2.5289,8.9715,2.991,3.5395,8.5464,0.9526,7.0,6.0,0.5455,2.2292,2.5092,92.5916,2.3712,-0.3505,0.9428,STRATA_SYN_STABLE_00144,STABLE,True,elevated_noise_stable
17.0,188.25,11.77,0.26,43.37,0.0,0.7995,0.0764,0.6646,0.7933,0.0708,2.47,-2.051,5.7422,18.1071,7.331,3.658,12.0394,0.6649,9.0,2.0,0.5625,1.8844,5.7345,443.7757,2.9245,0.625,0.3341,STRATA_SYN_SEASONAL_ENVIRONMENTAL_00109,SEASONAL_ENVIRONMENTAL,False,none
6.0,45.95,9.19,0.35,37.87,0.0,0.8172,0.1055,0.6648,0.7917,0.0589,2.871,0.7823,1.9807,6.3781,2.222,3.0056,5.0837,0.7971,3.0,3.0,0.6,-10.6858,1.9271,-273.1717,1.9148,-0.2149,0.8593,STRATA_SYN_STABLE_00439,STABLE,False,none
6.0,115.32,23.06,0.13,36.35,0.0,0.781,0.0682,0.6774,0.8171,0.0874,2.178,1.3297,2.361,6.2514,2.87,3.9848,5.2934,0.8468,3.0,4.0,0.6,-9.2148,2.1415,124.4944,2.0501,-0.4157,0.5577,STRATA_SYN_STRUCTURAL_MONOTONIC_00195,STRUCTURAL_MONOTONIC,False,none
13.0,87.17,7.26,0.23,35.64,0.0,0.8261,0.0845,0.6716,0.8404,0.0674,2.646,2.7823,3.4093,11.0341,4.17,5.165,11.0341,1.0,11.0,4.0,0.5,-2.396,3.4046,-542.4707,3.131,-0.5569,0.7339,STRATA_SYN_TEMPORALLY_INCONSISTENT_00239,TEMPORALLY_INCONSISTENT,False,none
13.0,162.36,13.53,0.27,37.96,0.0,0.8468,0.081,0.6782,0.8091,0.0672,2.42,-2.065,2.2236,8.1303,3.36,3.2025,8.1303,1.0,8.0,6.0,0.5833,1.3431,2.2158,-8.0625,2.2147,-0.5547,0.6352,STRATA_SYN_STRUCTURAL_MONOTONIC_00377,STRUCTURAL_MONOTONIC,False,none
10.0,183.14,20.35,0.26,29.05,0.0,0.7862,0.0679,0.676,0.8238,0.0841,1.33,4.9386,3.376,9.5024,7.145,5.8539,7.5795,0.7976,8.0,1.0,0.5556,9.0639,3.0503,-57.3829,2.9809,-0.621,0.0,STRATA_SYN_TEMPORALLY_INCONSISTENT_00417,TEMPORALLY_INCONSISTENT,False,none
9.0,59.71,7.46,0.23,25.13,0.0,0.1582,0.0351,0.1083,0.1649,0.0395,3.47,0.371,2.1741,7.0007,2.017,2.9204,5.8973,0.8424,5.0,6.0,0.625,5.0541,2.1576,968.3918,1.8041,-0.1365,0.7441,STRATA_SYN_LOW_QUALITY_00034,LOW_QUALITY,False,none
10.0,121.41,13.49,0.25,30.97,0.0,0.1459,0.035,0.1043,0.1486,0.0317,3.02,2.799,3.3002,11.4156,3.78,3.4829,7.9853,0.6995,3.0,3.0,0.6667,13.0949,2.994,165.9724,2.8789,0.1617,0.4577,STRATA_SYN_LOW_QUALITY_00307,LOW_QUALITY,False,none
19.0,389.9,21.66,0.24,38.22,0.0,0.7658,0.0795,0.6552,0.8395,0.0794,0.667,-1.5518,1.0535,4.6612,6.988,0.636,2.0235,0.4341,10.0,1.0,0.5556,-2.6842,0.5908,1.9099,0.584,0.502,0.0,STRATA_SYN_STRUCTURAL_MONOTONIC_00400,STRUCTURAL_MONOTONIC,False,none
